STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,sex,Sex,age,Age class,n_child,Number of children,agechild,Age of the child,isced11,International Standard Classification of Education (ISCED 2011),unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EA20,Euro area – 20 countries (2023-2025),2022,,81.9,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EA20,Euro area – 20 countries (2023-2025),2023,,82.6,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EA20,Euro area – 20 countries (2023-2025),2024,,82.9,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EA21,Euro area – 21 countries (from 2026),2015,,77.5,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EA21,Euro area – 21 countries (from 2026),2016,,78.1,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EA21,Euro area – 21 countries (from 2026),2017,,79.2,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EA21,Euro area – 21 countries (from 2026),2018,,80.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EA21,Euro area – 21 countries (from 2026),2019,,80.8,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EA21,Euro area – 21 countries (from 2026),2020,,79.1,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EA21,Euro area – 21 countries (from 2026),2021,,79.7,,b,break in time series,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EA21,Euro area – 21 countries (from 2026),2022,,81.9,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EA21,Euro area – 21 countries (from 2026),2023,,82.7,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EA21,Euro area – 21 countries (from 2026),2024,,82.9,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EE,Estonia,2015,,84.5,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EE,Estonia,2016,,83.3,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EE,Estonia,2017,,84.9,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EE,Estonia,2018,,85.4,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EE,Estonia,2019,,86.1,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EE,Estonia,2020,,82.3,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EE,Estonia,2021,,82.6,,b,break in time series,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EE,Estonia,2022,,86.7,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EE,Estonia,2023,,85.6,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EE,Estonia,2024,,84.2,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EL,Greece,2015,,67.5,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EL,Greece,2016,,69.9,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EL,Greece,2017,,70.6,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EL,Greece,2018,,73.1,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EL,Greece,2019,,74.3,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EL,Greece,2020,,72.4,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EL,Greece,2021,,73.0,,b,break in time series,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EL,Greece,2022,,78.4,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EL,Greece,2023,,77.2,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EL,Greece,2024,,78.8,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,ES,Spain,2015,,70.2,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,ES,Spain,2016,,72.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,ES,Spain,2017,,74.1,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,ES,Spain,2018,,75.1,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,ES,Spain,2019,,77.6,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,ES,Spain,2020,,73.3,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,ES,Spain,2021,,75.0,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,ES,Spain,2022,,78.0,,d,definition differs (see metadata),,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,ES,Spain,2023,,79.9,,d,definition differs (see metadata),,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,ES,Spain,2024,,79.8,,d,definition differs (see metadata),,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EU27_2020,European Union - 27 countries (from 2020),2015,,78.6,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EU27_2020,European Union - 27 countries (from 2020),2016,,79.2,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EU27_2020,European Union - 27 countries (from 2020),2017,,80.4,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EU27_2020,European Union - 27 countries (from 2020),2018,,81.3,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EU27_2020,European Union - 27 countries (from 2020),2019,,82.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EU27_2020,European Union - 27 countries (from 2020),2020,,80.6,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EU27_2020,European Union - 27 countries (from 2020),2021,,81.1,,b,break in time series,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EU27_2020,European Union - 27 countries (from 2020),2022,,82.9,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EU27_2020,European Union - 27 countries (from 2020),2023,,83.6,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EU27_2020,European Union - 27 countries (from 2020),2024,,83.7,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,FI,Finland,2015,,77.2,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,FI,Finland,2016,,77.5,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,FI,Finland,2017,,77.8,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,FI,Finland,2018,,81.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,FI,Finland,2019,,81.5,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,FI,Finland,2020,,79.2,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,FI,Finland,2021,,77.8,,b,break in time series,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,FI,Finland,2022,,78.1,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,FI,Finland,2023,,78.7,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,FI,Finland,2024,,76.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,FR,France,2015,,78.7,,,,,
